"Entrez.ID","Symbol","Name","Gene.Family","Type","ENSEMBL.ID"
5788,"PTPRC","protein tyrosine phosphatase, receptor type C","CD molecules, Fibronectin type III domain containing, Protein tyrosine phosphatases, receptor type","landmark","ENSG00000081237"
4482,"MSRA","methionine sulfoxide reductase A","","landmark","ENSG00000175806"
3156,"HMGCR","3-hydroxy-3-methylglutaryl-CoA reductase","","landmark","ENSG00000113161"
3162,"HMOX1","heme oxygenase 1","","landmark","ENSG00000100292"
3157,"HMGCS1","3-hydroxy-3-methylglutaryl-CoA synthase 1","","landmark","ENSG00000112972"
51422,"PRKAG2","protein kinase AMP-activated non-catalytic subunit gamma 2","","landmark","ENSG00000106617"
64746,"ACBD3","acyl-CoA binding domain containing 3","A-kinase anchoring proteins","landmark","ENSG00000182827"
51465,"UBE2J1","ubiquitin conjugating enzyme E2 J1","Ubiquitin conjugating enzymes E2","landmark","ENSG00000198833"
51466,"EVL","Enah/Vasp-like","ENAH/VASPs","landmark","ENSG00000196405"
64781,"CERK","ceramide kinase","","landmark","ENSG00000100422"
5827,"PXMP2","peroxisomal membrane protein 2","","landmark","ENSG00000176894"
5829,"PXN","paxillin","LIM domain containing","landmark","ENSG00000089159"
5831,"PYCR1","pyrroline-5-carboxylate reductase 1","","landmark","ENSG00000183010"
5836,"PYGL","glycogen phosphorylase L","Glycogen phosphorylases","landmark","ENSG00000100504"
5873,"RAB27A","RAB27A, member RAS oncogene family","RAB, member RAS oncogene GTPases","landmark","ENSG00000069974"
3206,"HOXA10","homeobox A10","HOXL subclass homeoboxes","landmark","ENSG00000253293"
3202,"HOXA5","homeobox A5","HOXL subclass homeoboxes","landmark","ENSG00000106004"
5867,"RAB4A","RAB4A, member RAS oncogene family","RAB, member RAS oncogene GTPases","landmark","ENSG00000168118"
5880,"RAC2","ras-related C3 botulinum toxin substrate 2 (rho family, small GTP binding protein Rac2)","Rho family GTPases, Endogenous ligands","landmark","ENSG00000128340"
5883,"RAD9A","RAD9 checkpoint clamp component A","Checkpoint clamp complex","landmark","ENSG00000172613"
5891,"MOK","MOK protein kinase","","landmark","ENSG00000080823"
5889,"RAD51C","RAD51 paralog C","Fanconi anemia complementation groups","landmark","ENSG00000108384"
5898,"RALA","RAS like proto-oncogene A","RAS type GTPase family","landmark","ENSG00000006451"
5899,"RALB","RAS like proto-oncogene B","RAS type GTPase family","landmark","ENSG00000144118"
4582,"MUC1","mucin 1, cell surface associated","CD molecules, Mucins","landmark","ENSG00000185499"
3251,"HPRT1","hypoxanthine phosphoribosyltransferase 1","","landmark","ENSG00000165704"
3280,"HES1","hes family bHLH transcription factor 1","Basic helix-loop-helix proteins","landmark","ENSG00000114315"
26511,"CHIC2","cysteine rich hydrophobic domain 2","","landmark","ENSG00000109220"
51569,"UFM1","ubiquitin fold modifier 1","","landmark","ENSG00000120686"
26520,"TIMM9","translocase of inner mitochondrial membrane 9","TIM22 complex","landmark","ENSG00000100575"
51599,"LSR","lipolysis stimulated lipoprotein receptor","Immunoglobulin like domain containing","landmark","ENSG00000105699"
5909,"RAP1GAP","RAP1 GTPase activating protein","","landmark","ENSG00000076864"
5900,"RALGDS","ral guanine nucleotide dissociation stimulator","","landmark","ENSG00000160271"
5927,"KDM5A","lysine demethylase 5A","PHD finger proteins, AT-rich interaction domain containing, Lysine demethylases, EMSY complex","landmark","ENSG00000073614"
5921,"RASA1","RAS p21 protein activator 1","Pleckstrin homology domain containing, SH2 domain containing, C2 and RasGAP domain containing","landmark","ENSG00000145715"
5925,"RB1","RB transcriptional corepressor 1","Endogenous ligands","landmark","ENSG00000139687"
4609,"MYC","v-myc avian myelocytomatosis viral oncogene homolog","Basic helix-loop-helix proteins","landmark","ENSG00000136997"
4605,"MYBL2","MYB proto-oncogene like 2","Myb/SANT domain containing","landmark","ENSG00000101057"
4616,"GADD45B","growth arrest and DNA damage inducible beta","","landmark","ENSG00000099860"
5971,"RELB","RELB proto-oncogene, NF-kB subunit","NF-kappa B complex subunits","landmark","ENSG00000104856"
3303,"HSPA1A","heat shock protein family A (Hsp70) member 1A","Heat shock 70kDa proteins","landmark","ENSG00000204389"
3300,"DNAJB2","DnaJ heat shock protein family (Hsp40) member B2","DNAJ (HSP40) heat shock proteins","landmark","ENSG00000135924"
3308,"HSPA4","heat shock protein family A (Hsp70) member 4","Heat shock 70kDa proteins","landmark","ENSG00000170606"
4638,"MYLK","myosin light chain kinase","Fibronectin type III domain containing, I-set domain containing","landmark","ENSG00000065534"
4651,"MYO10","myosin X","Pleckstrin homology domain containing, Myosins, class X, FERM domain containing","landmark","ENSG00000145555"
5982,"RFC2","replication factor C subunit 2","AAA ATPases","landmark","ENSG00000049541"
3315,"HSPB1","heat shock protein family B (small) member 1","Small heat shock proteins","landmark","ENSG00000106211"
3312,"HSPA8","heat shock protein family A (Hsp70) member 8","Heat shock 70kDa proteins, NineTeen complex","landmark","ENSG00000109971"
5993,"RFX5","regulatory factor X5","Regulatory factor X family","landmark","ENSG00000143390"
3329,"HSPD1","heat shock protein family D (Hsp60) member 1","Chaperonins","landmark","ENSG00000144381"
5985,"RFC5","replication factor C subunit 5","AAA ATPases","landmark","ENSG00000111445"
5986,"RFNG","RFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase","Beta 3-glycosyltransferases","landmark","ENSG00000169733"
3337,"DNAJB1","DnaJ heat shock protein family (Hsp40) member B1","DNAJ (HSP40) heat shock proteins","landmark","ENSG00000132002"
5997,"RGS2","regulator of G-protein signaling 2","Endogenous ligands, Regulators of G-protein signaling","landmark","ENSG00000116741"
2017,"CTTN","cortactin","","landmark","ENSG00000085733"
4690,"NCK1","NCK adaptor protein 1","SH2 domain containing","landmark","ENSG00000158092"
2042,"EPHA3","EPH receptor A3","Fibronectin type III domain containing, Sterile alpha motif domain containing, EPH receptors","landmark","ENSG00000044524"
2037,"EPB41L2","erythrocyte membrane protein band 4.1 like 2","Erythrocyte membrane protein band 4.1, FERM domain containing","landmark","ENSG00000079819"
3385,"ICAM3","intercellular adhesion molecule 3","CD molecules, Immunoglobulin like domain containing","landmark","ENSG00000076662"
3383,"ICAM1","intercellular adhesion molecule 1","CD molecules, Endogenous ligands, Immunoglobulin like domain containing","landmark","ENSG00000090339"
2048,"EPHB2","EPH receptor B2","Fibronectin type III domain containing, Sterile alpha motif domain containing, EPH receptors","landmark","ENSG00000133216"
3398,"ID2","inhibitor of DNA binding 2, HLH protein","Basic helix-loop-helix proteins","landmark","ENSG00000115738"
2065,"ERBB3","erb-b2 receptor tyrosine kinase 3","Erb-b2 receptor tyrosine kinases","landmark","ENSG00000065361"
2064,"ERBB2","erb-b2 receptor tyrosine kinase 2","CD molecules, Minor histocompatibility antigens, Erb-b2 receptor tyrosine kinases","landmark","ENSG00000141736"
2063,"NR2F6","nuclear receptor subfamily 2 group F member 6","Nuclear hormone receptors","landmark","ENSG00000160113"
2058,"EPRS","glutamyl-prolyl-tRNA synthetase","Aminoacyl tRNA synthetases, Class I, Aminoacyl tRNA synthetases, Class II","landmark","ENSG00000136628"
64943,"NT5DC2","5'-nucleotidase domain containing 2","","landmark","ENSG00000168268"
51635,"DHRS7","dehydrogenase/reductase 7","Short chain dehydrogenase/reductase superfamily","landmark","ENSG00000100612"
3416,"IDE","insulin degrading enzyme","","landmark","ENSG00000119912"
2109,"ETFB","electron transfer flavoprotein beta subunit","","landmark","ENSG00000105379"
4780,"NFE2L2","nuclear factor, erythroid 2 like 2","Basic leucine zipper proteins","landmark","ENSG00000116044"
4783,"NFIL3","nuclear factor, interleukin 3 regulated","Basic leucine zipper proteins","landmark","ENSG00000165030"
2115,"ETV1","ETS variant 1","ETS transcription factor family","landmark","ENSG00000006468"
2113,"ETS1","ETS proto-oncogene 1, transcription factor","ETS transcription factor family","landmark","ENSG00000134954"
4775,"NFATC3","nuclear factor of activated T-cells 3","Nuclear factors of activated T-cells","landmark","ENSG00000072736"
4776,"NFATC4","nuclear factor of activated T-cells 4","Nuclear factors of activated T-cells","landmark","ENSG00000100968"
4791,"NFKB2","nuclear factor kappa B subunit 2","Ankyrin repeat domain containing, NF-kappa B complex subunits","landmark","ENSG00000077150"
4792,"NFKBIA","NFKB inhibitor alpha","Ankyrin repeat domain containing","landmark","ENSG00000100906"
4793,"NFKBIB","NFKB inhibitor beta","Ankyrin repeat domain containing","landmark","ENSG00000104825"
4794,"NFKBIE","NFKB inhibitor epsilon","Ankyrin repeat domain containing","landmark","ENSG00000146232"
2131,"EXT1","exostosin glycosyltransferase 1","Exostosin glycosyltransferase family","landmark","ENSG00000182197"
3454,"IFNAR1","interferon alpha and beta receptor subunit 1","Interferon receptors","landmark","ENSG00000142166"
3486,"IGFBP3","insulin like growth factor binding protein 3","Insulin like growth factor binding proteins","landmark","ENSG00000146674"
3482,"IGF2R","insulin like growth factor 2 receptor","CD molecules, MRH domain containing ","landmark","ENSG00000197081"
3480,"IGF1R","insulin like growth factor 1 receptor","Receptor Tyrosine Kinases, CD molecules, Fibronectin type III domain containing","landmark","ENSG00000140443"
2146,"EZH2","enhancer of zeste 2 polycomb repressive complex 2 subunit","Lysine methyltransferases, Myb/SANT domain containing, Polycomb repressive complex 2, SET domain containing","landmark","ENSG00000106462"
2185,"PTK2B","protein tyrosine kinase 2 beta","Minor histocompatibility antigens, FERM domain containing","landmark","ENSG00000120899"
2184,"FAH","fumarylacetoacetate hydrolase","","landmark","ENSG00000103876"
2195,"FAT1","FAT atypical cadherin 1","Cadherin related","landmark","ENSG00000083857"
24149,"ZNF318","zinc finger protein 318","Zinc fingers C2H2-type","landmark","ENSG00000171467"
51719,"CAB39","calcium binding protein 39","","landmark","ENSG00000135932"
4817,"NIT1","nitrilase 1","","landmark","ENSG00000158793"
51742,"ARID4B","AT-rich interaction domain 4B","AT-rich interaction domain containing","landmark","ENSG00000054267"
3508,"IGHMBP2","immunoglobulin mu binding protein 2","Zinc fingers AN1-type, UPF1 like RNA helicases","landmark","ENSG00000132740"
4836,"NMT1","N-myristoyltransferase 1","","landmark","ENSG00000136448"
4850,"CNOT4","CCR4-NOT transcription complex subunit 4","RNA binding motif containing, CCR4-NOT transcription complex","landmark","ENSG00000080802"
4846,"NOS3","nitric oxide synthase 3","","landmark","ENSG00000164867"
4860,"PNP","purine nucleoside phosphorylase","","landmark","ENSG00000198805"
4851,"NOTCH1","notch 1","Ankyrin repeat domain containing","landmark","ENSG00000148400"
4864,"NPC1","NPC intracellular cholesterol transporter 1","","landmark","ENSG00000141458"
3551,"IKBKB","inhibitor of nuclear factor kappa B kinase subunit beta","","landmark","ENSG00000104365"
4891,"SLC11A2","solute carrier family 11 member 2","Solute carriers","landmark","ENSG00000110911"
4893,"NRAS","neuroblastoma RAS viral oncogene homolog","RAS type GTPase family","landmark","ENSG00000213281"
2222,"FDFT1","farnesyl-diphosphate farnesyltransferase 1","","landmark","ENSG00000079459"
3553,"IL1B","interleukin 1 beta","Endogenous ligands, Interleukins","landmark","ENSG00000125538"
3566,"IL4R","interleukin 4 receptor","CD molecules, Interleukin receptors","landmark","ENSG00000077238"
2264,"FGFR4","fibroblast growth factor receptor 4","Receptor Tyrosine Kinases, CD molecules, I-set domain containing","landmark","ENSG00000160867"
2263,"FGFR2","fibroblast growth factor receptor 2","Receptor Tyrosine Kinases, CD molecules, I-set domain containing","landmark","ENSG00000066468"
2274,"FHL2","four and a half LIM domains 2","LIM domain containing","landmark","ENSG00000115641"
3597,"IL13RA1","interleukin 13 receptor subunit alpha 1","CD molecules, Interleukin receptors","landmark","ENSG00000131724"
2288,"FKBP4","FK506 binding protein 4","Tetratricopeptide repeat domain containing, FKBP prolyl isomerases","landmark","ENSG00000004478"
63874,"ABHD4","abhydrolase domain containing 4","Abhydrolase domain containing","landmark","ENSG00000100439"
85236,"HIST1H2BK","histone cluster 1 H2B family member k","Histones","landmark","ENSG00000197903"
4925,"NUCB2","nucleobindin 2","EF-hand domain containing","landmark","ENSG00000070081"
4927,"NUP88","nucleoporin 88","Nucleoporins","landmark","ENSG00000108559"
4931,"NVL","nuclear VCP-like","AAA ATPases","landmark","ENSG00000143748"
3611,"ILK","integrin linked kinase","Ankyrin repeat domain containing","landmark","ENSG00000166333"
3628,"INPP1","inositol polyphosphate-1-phosphatase","Phosphoinositide phosphatases","landmark","ENSG00000151689"
